,Lst,Rto,Sce,Yli,s2,s3,s4
Lst|G1IA6-18498-MONOMER,Lipst1_1_69250,16646,,YALI0D11682g,0.16,,0.501
Lst|G1IA6-20614-MONOMER,Lipst1_1_3813,9983,YNL209W,YALI0A00132g,1.944,1.801,1.588
Lst|G1IA6-23307-MONOMER,Lipst1_1_113670,,YDR090C,YALI0C04884g,,0.533,0.561
Lst|G1IA6-16600-MONOMER,Lipst1_1_141771,8908,,YALI0F28655g,1.944,,1.588
Lst|G1IA6-18959-MONOMER,Lipst1_1_44585,8523,,YALI0B21912g,0.482,,0.299
Lst|G1IA6-23304-MONOMER,Lipst1_1_107580,15381,YJR068W,YALI0E10747g,1.353,1.483,1.252
Lst|G1IA6-16454-MONOMER,Lipst1_1_115024,,,YALI0F08107g,,,0.281
Lst|G1IA6-18979-MONOMER,Lipst1_1_50806,14060,YDR086C,YALI0D08635g,0.218,0.201,0.208
Lst|G1IA6-17037-MONOMER,Lipst1_1_67426,11572,YJR111C,,0.081,0.56,
Lst|G1IA6-20948-MONOMER,Lipst1_1_96013,15233,,YALI0E01980g,0.126,,0.203
Lst|G1IA6-21336-MONOMER,Lipst1_1_72588,,YCR077C,YALI0E19514g,,0.178,0.255
Lst|G1IA6-20834-MONOMER,Lipst1_1_72093,14197,YDR044W,YALI0E29975g,0.993,1.237,1.159
Lst|G1IA6-22055-MONOMER,Lipst1_1_5232,10956,YMR146C,YALI0A02695g,1.392,1.333,1.35
Lst|G1IA6-23937-MONOMER,Lipst1_1_59506,,,YALI0F24761g,,,0.761
Lst|G1IA6-21871-MONOMER,Lipst1_1_106301,13399,YBR239C,YALI0E03410g,0.936,0.836,1.117
Lst|G1IA6-22187-MONOMER,Lipst1_1_73776,14201,YML079W,,0.396,0.488,
Lst|G1IA6-19606-MONOMER,Lipst1_1_42481,12147,,,0.19,,
Lst|G1IA6-18728-MONOMER,Lipst1_1_2292,13237,YGL003C,YALI0C18469g,1.874,1.413,1.588
Lst|G1IA6-18431-MONOMER,Lipst1_1_68956,,,YALI0F02431g,,,0.427
Lst|G1IA6-17966-MONOMER,Lipst1_1_102899,15277,YML031W,YALI0F02409g,0.184,0.13,0.639
Lst|G1IA6-19776-MONOMER,Lipst1_1_70765,16671,,,0.42,,
Lst|G1IA6-19252-MONOMER,Lipst1_1_92944,14704,YOR004W,YALI0F26653g,0.534,0.575,0.47
Lst|G1IA6-21022-MONOMER,Lipst1_1_310928,8569,YHR037W,YALI0B09647g,1.944,1.801,1.588
Lst|G1IA6-19954-MONOMER,Lipst1_1_281285,15550,YDL156W,YALI0F21747g,0.41,0.852,0.95
Lst|G1IA6-22215-MONOMER,Lipst1_1_73889,,YIR009W,YALI0D23375g,,0.155,0.329
Lst|G1IA6-18390-MONOMER,Lipst1_1_68790,16202,YPR003C,YALI0E13442g,0.952,1.128,1.299
Lst|G1IA6-23434-MONOMER,Lipst1_1_6450,9908,YEL054C,YALI0D13882g,0.932,0.948,0.821
Lst|G1IA6-19627-MONOMER,Lipst1_1_52092,15920,YHR072W-A,YALI0C00693g,0.31,0.3,0.267
Lst|G1IA6-21357-MONOMER,Lipst1_1_72693,14861,YBR254C,YALI0E03520g,0.336,0.343,0.586
Lst|G1IA6-23800-MONOMER,Lipst1_1_75739,9185,YPL042C,YALI0C10967g,1.465,1.567,1.588
Lst|G1IA6-16638-MONOMER,Lipst1_1_159,15517,,,0.853,,
Lst|G1IA6-17582-MONOMER,Lipst1_1_48147,15590,YNL056W,YALI0D26125g,0.45,0.403,0.642
Lst|G1IA6-21393-MONOMER,Lipst1_1_72873,10839,,,0.123,,
Lst|G1IA6-19533-MONOMER,Lipst1_1_3058,8545,YPL098C,YALI0F27929g,0.206,0.36,0.281
Lst|G1IA6-21268-MONOMER,Lipst1_1_54807,16180,,YALI0E02530g,0.405,,0.241
Lst|G1IA6-24390-MONOMER,Lipst1_1_76630,,,YALI0D07634g,,,1.298
Lst|G1IA6-16817-MONOMER,Lipst1_1_47882,16400,YHR098C,YALI0E14036g,1.944,1.292,1.588
Lst|G1IA6-16854-MONOMER,Lipst1_1_600,16650,YBR081C,YALI0E32109g,0.411,0.88,1.499
Lst|G1IA6-18714-MONOMER,Lipst1_1_2220,,,YALI0F13068g,,,0.083
Lst|G1IA6-17589-MONOMER,Lipst1_1_48386,14063,YPL109C,YALI0E32813g,1.823,1.738,1.588
Lst|G1IA6-24072-MONOMER,Lipst1_1_108093,14434,YGR172C,YALI0D04829g,0.717,0.578,0.817
Lst|G1IA6-18360-MONOMER,Lipst1_1_61672,9111,YMR197C,YALI0B02244g,0.356,0.382,0.604
Lst|G1IA6-20355-MONOMER,Lipst1_1_71580,10291,YNL092W,YALI0D07238g,0.755,0.55,0.582
Lst|G1IA6-18351-MONOMER,Lipst1_1_50180,,YLR100W,YALI0B17644g,,0.671,0.522
Lst|G1IA6-23182-MONOMER,Lipst1_1_6303,13562,,,1.342,,
Lst|G1IA6-18796-MONOMER,Lipst1_1_246003,9274,YIL125W,YALI0E33517g,1.944,1.801,1.588
Lst|G1IA6-19793-MONOMER,Lipst1_1_70845,8748,YLR105C,YALI0B07293g,0.211,0.314,0.292
Lst|G1IA6-17208-MONOMER,Lipst1_1_89505,,YGR058W,YALI0B19712g,,0.188,0.412
Lst|G1IA6-18516-MONOMER,Lipst1_1_69326,,YNL097C,YALI0E08822g,,0.576,0.645
Lst|G1IA6-21994-MONOMER,Lipst1_1_38491,8559,YOL008W,YALI0A02563g,0.155,0.324,0.355
Lst|G1IA6-17381-MONOMER,Lipst1_1_1388,,YBR295W,,,1.185,
Lst|G1IA6-23544-MONOMER,Lipst1_1_75499,16421,YPR108W,YALI0B22286g,1.107,1.266,1.258
Lst|G1IA6-22939-MONOMER,Lipst1_1_74820,,,YALI0D02651g,,,0.377
Lst|G1IA6-20301-MONOMER,Lipst1_1_71351,11137,YMR096W,YALI0C24255g,1.479,1.344,1.496
Lst|G1IA6-21278-MONOMER,Lipst1_1_55006,9969,YNR021W,YALI0F10703g,0.17,0.216,0.629
Lst|G1IA6-23955-MONOMER,Lipst1_1_6902,9717,YOR133W,YALI0A20768g,1.944,1.801,1.588
Lst|G1IA6-24435-MONOMER,Lipst1_1_7384,,YBL029W,,,0.171,
Lst|G1IA6-16754-MONOMER,Lipst1_1_44459,14270,YBR217W,YALI0F29689g,0.272,0.161,0.217
Lst|G1IA6-19094-MONOMER,Lipst1_1_69742,,,YALI0B03410g,,,0.195
Lst|G1IA6-23927-MONOMER,Lipst1_1_46294,9812,,,0.232,,
Lst|G1IA6-22737-MONOMER,Lipst1_1_39787,15772,,YALI0D16423g,0.109,,0.147
Lst|G1IA6-16614-MONOMER,Lipst1_1_144071,13525,,,0.591,,
Lst|G1IA6-22780-MONOMER,Lipst1_1_5820,9741,,,1.571,,
Lst|G1IA6-19126-MONOMER,Lipst1_1_69874,8739,YPL260W,YALI0A13321g,1.371,1.357,1.346
Lst|G1IA6-19090-MONOMER,Lipst1_1_69730,13305,YCR028C-A,YALI0E28721g,0.13,0.227,0.096
Lst|G1IA6-24060-MONOMER,Lipst1_1_88298,10295,,YALI0E03168g,1.944,,1.588
Lst|G1IA6-18086-MONOMER,Lipst1_1_1760,16679,YOR224C,YALI0F09383g,0.314,0.472,0.478
Lst|G1IA6-20204-MONOMER,Lipst1_1_52607,10464,YIL062C,YALI0E10857g,0.31,0.398,0.423
Lst|G1IA6-20293-MONOMER,Lipst1_1_71310,,,YALI0E16577g,,,0.387
Lst|G1IA6-19001-MONOMER,Lipst1_1_51246,13862,YPR067W,YALI0E33077g,0.247,0.21,0.422
Lst|G1IA6-19625-MONOMER,Lipst1_1_52074,13424,YDR298C,YALI0D12584g,0.544,0.577,0.54
Lst|G1IA6-23524-MONOMER,Lipst1_1_75445,11794,,YALI0B05786g,0.263,,0.253
Lst|G1IA6-16420-MONOMER,Lipst1_1_101977,12274,YGL236C,YALI0E06941g,1.944,1.801,1.588
Lst|G1IA6-16929-MONOMER,Lipst1_1_66963,16634,YDR492W,YALI0E17677g,0.606,0.776,0.803
Lst|G1IA6-19673-MONOMER,Lipst1_1_63143,,,YALI0C10494g,,,1.588
Lst|G1IA6-18741-MONOMER,Lipst1_1_2348,9176,YLR355C,YALI0D03135g,1.944,1.801,1.588
Lst|G1IA6-24428-MONOMER,Lipst1_1_121069,9190,,YALI0C07975g,0.7,,0.847
Lst|G1IA6-24152-MONOMER,Lipst1_1_7115,,,YALI0D26928g,,,0.071
Lst|G1IA6-23373-MONOMER,Lipst1_1_30289,10923,,YALI0C15653g,1.944,,1.25
Lst|G1IA6-17574-MONOMER,Lipst1_1_43134,8673,,YALI0C04565g,0.228,,0.333
Lst|G1IA6-24218-MONOMER,Lipst1_1_88614,13484,YPR183W,YALI0D06281g,0.895,1.125,0.214
Lst|G1IA6-16991-MONOMER,Lipst1_1_67231,12732,YJL207C,YALI0D05049g,1.944,0.738,1.588
Lst|G1IA6-20827-MONOMER,Lipst1_1_72052,11639,YBL061C,YALI0F01925g,0.976,1.041,1.166
Lst|G1IA6-17940-MONOMER,Lipst1_1_994,,,YALI0E03850g,,,1.087
Lst|G1IA6-18073-MONOMER,Lipst1_1_1733,,,YALI0F30327g,,,0.09
Lst|G1IA6-23301-MONOMER,Lipst1_1_107497,8469,YJL061W,YALI0A02134g,0.406,0.135,0.304
Lst|G1IA6-20053-MONOMER,Lipst1_1_3247,,,YALI0B06248g,,,1.428
Lst|G1IA6-21567-MONOMER,Lipst1_1_43998,14913,YDR229W,YALI0C03245g,0.359,0.342,0.367
Lst|G1IA6-22778-MONOMER,Lipst1_1_5808,9492,YDL216C,YALI0E04829g,1.48,0.473,1.192
Lst|G1IA6-21236-MONOMER,Lipst1_1_4594,15749,YCR042C,YALI0C13904g,1.906,1.801,1.588
Lst|G1IA6-21960-MONOMER,Lipst1_1_153022,12340,YPL119C,YALI0C21472g,1.944,1.801,1.588
Lst|G1IA6-19872-MONOMER,Lipst1_1_104714,10644,YPR166C,YALI0D21626g,0.273,0.331,0.181
Lst|G1IA6-20291-MONOMER,Lipst1_1_71301,13915,,,0.409,,
Lst|G1IA6-19255-MONOMER,Lipst1_1_93324,15690,YDR087C,YALI0D08668g,0.348,0.318,0.486
Lst|G1IA6-22712-MONOMER,Lipst1_1_171997,9683,,YALI0D09955g,1.944,,1.588
Lst|G1IA6-18104-MONOMER,Lipst1_1_1842,9013,YDR005C,YALI0F10541g,0.142,0.486,0.648
Lst|G1IA6-17411-MONOMER,Lipst1_1_205803,11777,,YALI0A11473g,1.944,,1.588
Lst|G1IA6-18808-MONOMER,Lipst1_1_247468,16282,YPR180W,YALI0E28182g,0.605,0.844,0.574
Lst|G1IA6-17703-MONOMER,Lipst1_1_68121,8725,YLR231C,YALI0B22902g,1.417,1.297,1.044
Lst|G1IA6-19588-MONOMER,Lipst1_1_336944,,YML046W,YALI0F26631g,,0.357,0.659
Lst|G1IA6-21589-MONOMER,Lipst1_1_4711,,,YALI0D21076g,,,0.503
Lst|G1IA6-20622-MONOMER,Lipst1_1_3836,10340,YEL048C,YALI0B08316g,0.202,0.08,0.093
Lst|G1IA6-22476-MONOMER,Lipst1_1_56641,9939,YLL026W,YALI0F12463g,1.944,1.801,1.588
Lst|G1IA6-19644-MONOMER,Lipst1_1_62701,12630,YJR084W,YALI0F15213g,0.633,0.334,0.771
Lst|G1IA6-23875-MONOMER,Lipst1_1_194513,8674,,,0.148,,
Lst|G1IA6-17136-MONOMER,Lipst1_1_67793,14690,,,0.28,,
Lst|G1IA6-18669-MONOMER,Lipst1_1_2061,,,YALI0B21010g,,,1.588
Lst|G1IA6-21383-MONOMER,Lipst1_1_72814,9053,YDL064W,YALI0B22638g,0.812,0.791,0.627
Lst|G1IA6-17272-MONOMER,Lipst1_1_1040,15325,YGR278W,YALI0D20790g,1.944,0.655,1.588
Lst|G1IA6-24524-MONOMER,Lipst1_1_7465,15114,YHR122W,YALI0B14707g,0.544,0.677,0.656
Lst|G1IA6-18440-MONOMER,Lipst1_1_69020,10912,,YALI0C02805g,0.601,,0.829
Lst|G1IA6-17490-MONOMER,Lipst1_1_217823,9600,,YALI0E34529g,0.247,,0.092
Lst|G1IA6-17086-MONOMER,Lipst1_1_67614,11491,YMR228W,,0.099,0.388,
Lst|G1IA6-21522-MONOMER,Lipst1_1_328470,8705,YGR279C,YALI0D20680g,0.102,0.92,0.821
Lst|G1IA6-19721-MONOMER,Lipst1_1_70534,16630,YGL062W,YALI0C24101g,1.944,1.801,1.588
Lst|G1IA6-20552-MONOMER,Lipst1_1_302880,15951,,,1.439,,
Lst|G1IA6-21166-MONOMER,Lipst1_1_4332,12402,YLL008W,YALI0B16896g,1.439,1.801,1.588
Lst|G1IA6-17091-MONOMER,Lipst1_1_67630,11223,YDL164C,YALI0F01034g,1.944,1.801,1.588
Lst|G1IA6-16944-MONOMER,Lipst1_1_67045,12816,YCR017C,YALI0E33473g,1.944,1.801,1.588
Lst|G1IA6-20360-MONOMER,Lipst1_1_71605,12617,YER016W,YALI0A18227g,0.774,0.643,0.623
Lst|G1IA6-22449-MONOMER,Lipst1_1_5570,,,YALI0E12155g,,,0.586
Lst|G1IA6-16722-MONOMER,Lipst1_1_379,9494,YBL024W,YALI0E06765g,1.594,1.801,1.588
Lst|G1IA6-19411-MONOMER,Lipst1_1_273048,,YMR212C,YALI0D20042g,,0.44,1.006
Lst|G1IA6-19612-MONOMER,Lipst1_1_44071,,YJL056C,YALI0D23749g,,0.194,0.256
Lst|G1IA6-19496-MONOMER,Lipst1_1_2928,9890,YIL106W,YALI0D08580g,0.957,0.697,0.835
Lst|G1IA6-19880-MONOMER,Lipst1_1_104800,,YKL082C,YALI0F04708g,,0.188,0.224
Lst|G1IA6-20654-MONOMER,Lipst1_1_3941,11511,,YALI0B12386g,0.913,,0.849
Lst|G1IA6-19074-MONOMER,Lipst1_1_69648,,,YALI0F28523g,,,0.099
Lst|G1IA6-23266-MONOMER,Lipst1_1_75221,9528,,YALI0E28809g,0.818,,1.033
Lst|G1IA6-19630-MONOMER,Lipst1_1_52128,10023,,YALI0F14949g,0.406,,0.711
Lst|G1IA6-17554-MONOMER,Lipst1_1_335176,10617,YJL115W,YALI0A01375g,0.641,0.927,0.803
Lst|G1IA6-22213-MONOMER,Lipst1_1_73884,16241,YDL015C,YALI0A04983g,1.094,0.398,0.845
Lst|G1IA6-23148-MONOMER,Lipst1_1_6201,16460,YOR245C,YALI0E32769g,1.007,1.027,1.085
Lst|G1IA6-19660-MONOMER,Lipst1_1_62941,,YAL011W,,,0.109,
Lst|G1IA6-17689-MONOMER,Lipst1_1_68044,9054,YGL242C,YALI0B18458g,0.196,0.354,0.368
Lst|G1IA6-18482-MONOMER,Lipst1_1_69157,16008,YLR438C-A,YALI0B11022g,0.328,0.253,0.256
Lst|G1IA6-18784-MONOMER,Lipst1_1_244790,12353,,,0.968,,
Lst|G1IA6-23416-MONOMER,Lipst1_1_6379,,YPL181W,YALI0F25179g,,0.238,0.31
Lst|G1IA6-18029-MONOMER,Lipst1_1_1525,16242,YDL108W,YALI0D04334g,1.274,1.377,1.172
Lst|G1IA6-17015-MONOMER,Lipst1_1_67333,8717,YJL203W,YALI0B21032g,0.792,0.122,0.701
Lst|G1IA6-17723-MONOMER,Lipst1_1_68237,9829,YDL125C,,0.538,0.547,
Lst|G1IA6-18325-MONOMER,Lipst1_1_49388,16420,YPL196W,YALI0E29865g,0.306,0.587,0.563
Lst|G1IA6-17565-MONOMER,Lipst1_1_37388,8702,YMR220W,YALI0E06193g,0.763,0.898,0.896
Lst|G1IA6-22190-MONOMER,Lipst1_1_73792,11060,YNL289W,YALI0F22231g,0.548,0.486,0.627
Lst|G1IA6-20416-MONOMER,Lipst1_1_82667,12504,YLR452C,YALI0D18018g,0.423,0.352,0.255
Lst|G1IA6-21005-MONOMER,Lipst1_1_28648,13000,YIR005W,YALI0C16368g,0.452,0.435,0.439
Lst|G1IA6-21399-MONOMER,Lipst1_1_72897,13995,YBR087W,YALI0C21692g,1.556,1.266,1.345
Lst|G1IA6-22716-MONOMER,Lipst1_1_172225,8980,YNL155W,,0.136,0.15,
Lst|G1IA6-19852-MONOMER,Lipst1_1_82086,12405,YJR036C,YALI0D15444g,1.414,0.958,1.074
Lst|G1IA6-16696-MONOMER,Lipst1_1_329,,YNL251C,YALI0E24849g,,0.676,0.6
Lst|G1IA6-19901-MONOMER,Lipst1_1_117633,15982,YLR133W,YALI0E16907g,0.408,0.835,1.267
Lst|G1IA6-23695-MONOMER,Lipst1_1_58942,15081,YER185W,,0.391,0.526,
Lst|G1IA6-18223-MONOMER,Lipst1_1_236988,15785,YKL022C,YALI0B15378g,1.674,1.698,1.588
Lst|G1IA6-17726-MONOMER,Lipst1_1_68251,14161,,,0.623,,
Lst|G1IA6-24347-MONOMER,Lipst1_1_76552,,YPR154W,YALI0C04114g,,0.261,0.222
Lst|G1IA6-23890-MONOMER,Lipst1_1_196787,9300,YDR050C,YALI0F05214g,1.04,1.136,0.991
Lst|G1IA6-20653-MONOMER,Lipst1_1_3938,15033,YGR061C,YALI0F30019g,1.944,1.801,1.588
Lst|G1IA6-18962-MONOMER,Lipst1_1_46519,11845,YBR287W,YALI0D22638g,0.429,1.232,1.118
Lst|G1IA6-20076-MONOMER,Lipst1_1_3304,,,YALI0B15862g,,,0.268
Lst|G1IA6-20889-MONOMER,Lipst1_1_72292,,YDR316W,YALI0D05533g,,0.707,0.616
Lst|G1IA6-18406-MONOMER,Lipst1_1_68859,9304,YIL034C,YALI0C20735g,1.018,0.818,0.934
Lst|G1IA6-18615-MONOMER,Lipst1_1_103645,9476,YLR241W,YALI0F22033g,0.949,1.801,1.588
Lst|G1IA6-19033-MONOMER,Lipst1_1_62446,15465,YOR259C,YALI0E21868g,1.944,1.801,1.588
Lst|G1IA6-21658-MONOMER,Lipst1_1_4967,8544,,,0.345,,
Lst|G1IA6-16737-MONOMER,Lipst1_1_411,11965,YPR161C,YALI0D22935g,1.228,0.951,1.115
Lst|G1IA6-21757-MONOMER,Lipst1_1_73223,13582,YBL082C,YALI0E03190g,0.727,0.689,0.789
Lst|G1IA6-16486-MONOMER,Lipst1_1_123616,9678,YIL003W,YALI0E19074g,0.906,1.278,1.163
Lst|G1IA6-19193-MONOMER,Lipst1_1_70203,,,YALI0E03432g,,,0.723
Lst|G1IA6-19075-MONOMER,Lipst1_1_69651,13894,YCL018W,YALI0C00407g,1.498,1.801,0.368
Lst|G1IA6-23248-MONOMER,Lipst1_1_75116,15848,YIL078W,YALI0F11231g,1.944,1.801,1.588
Lst|G1IA6-23396-MONOMER,Lipst1_1_58508,11742,YOR132W,YALI0D21362g,0.515,1.123,0.946
Lst|G1IA6-21968-MONOMER,Lipst1_1_154092,10951,,YALI0E00506g,0.701,,0.158
Lst|G1IA6-20368-MONOMER,Lipst1_1_71630,9916,YDL137W,YALI0F02167g,1.383,1.084,1.029
Lst|G1IA6-20692-MONOMER,Lipst1_1_4063,,YNL090W,YALI0C13530g,,0.846,0.803
Lst|G1IA6-18343-MONOMER,Lipst1_1_49943,10754,YIL048W,YALI0F01122g,1.944,1.801,1.588
Lst|G1IA6-21174-MONOMER,Lipst1_1_4381,8844,YOR369C,YALI0F06160g,0.571,0.438,0.527
Lst|G1IA6-17214-MONOMER,Lipst1_1_89895,,YJL006C,YALI0E13640g,,0.233,0.49
Lst|G1IA6-16920-MONOMER,Lipst1_1_66930,16557,,,0.205,,
Lst|G1IA6-18285-MONOMER,Lipst1_1_26031,12210,YMR244C-A,YALI0E03344g,0.161,0.079,0.097
Lst|G1IA6-18328-MONOMER,Lipst1_1_49418,9886,YGR207C,YALI0C20449g,0.938,0.909,0.851
Lst|G1IA6-21644-MONOMER,Lipst1_1_4918,14498,YOR290C,YALI0C01243g,1.944,1.801,1.588
Lst|G1IA6-21439-MONOMER,Lipst1_1_96551,14937,YHR021C,YALI0E34826g,0.459,0.409,0.428
Lst|G1IA6-23766-MONOMER,Lipst1_1_6820,10420,,YALI0E11407g,1.822,,0.885
Lst|G1IA6-20635-MONOMER,Lipst1_1_3874,11272,YNR030W,YALI0C02475g,0.658,0.818,0.913
Lst|G1IA6-20260-MONOMER,Lipst1_1_71147,9135,,,1.944,,
Lst|G1IA6-23931-MONOMER,Lipst1_1_59320,14879,YKL135C,YALI0F21769g,1.944,1.754,1.588
Lst|G1IA6-17929-MONOMER,Lipst1_1_965,16206,YOR251C,YALI0F23551g,0.545,0.753,0.641
Lst|G1IA6-23685-MONOMER,Lipst1_1_40406,,YKL116C,YALI0D07150g,,0.544,0.891
Lst|G1IA6-20424-MONOMER,Lipst1_1_94777,14447,YOR351C,,0.509,0.967,
Lst|G1IA6-19709-MONOMER,Lipst1_1_70491,16754,YGR085C,YALI0B15103g,1.08,1.045,0.944
Lst|G1IA6-16994-MONOMER,Lipst1_1_67240,,YLR281C,YALI0B01144g,,0.221,0.183
Lst|G1IA6-18347-MONOMER,Lipst1_1_50090,,YDR007W,YALI0B07667g,,0.443,0.513
Lst|G1IA6-23843-MONOMER,Lipst1_1_107915,8960,,,1.792,,
Lst|G1IA6-22627-MONOMER,Lipst1_1_86122,12523,YDL226C,YALI0C02959g,0.621,1.014,0.82
Lst|G1IA6-21821-MONOMER,Lipst1_1_73436,9457,YNL117W,YALI0D19140g,1.944,1.801,1.588
Lst|G1IA6-18373-MONOMER,Lipst1_1_61873,15132,YBR171W,YALI0E13211g,0.401,0.27,0.417
Lst|G1IA6-20495-MONOMER,Lipst1_1_292716,16194,,,1.344,,
Lst|G1IA6-21214-MONOMER,Lipst1_1_4524,,YJR035W,YALI0C16643g,,1.801,1.588
Lst|G1IA6-18171-MONOMER,Lipst1_1_227865,9933,YDR159W,YALI0F27775g,0.933,1.329,1.161
Lst|G1IA6-24085-MONOMER,Lipst1_1_199761,14897,YHR193C,YALI0C00605g,0.22,0.282,0.203
Lst|G1IA6-22821-MONOMER,Lipst1_1_5979,10913,YPL242C,YALI0B04488g,1.944,0.758,1.588
Lst|G1IA6-21624-MONOMER,Lipst1_1_4826,13603,,,0.624,,
Lst|G1IA6-17937-MONOMER,Lipst1_1_984,,YMR162C,YALI0E04169g,,1.801,1.588
Lst|G1IA6-20650-MONOMER,Lipst1_1_3928,9683,YGL120C,YALI0B15642g,1.944,1.801,1.588
Lst|G1IA6-17542-MONOMER,Lipst1_1_25577,15805,YLR359W,YALI0B17402g,1.944,1.801,1.588
Lst|G1IA6-18507-MONOMER,Lipst1_1_69288,10212,YMR226C,YALI0C07414g,0.939,1.025,1.062
Lst|G1IA6-22933-MONOMER,Lipst1_1_74781,13112,,,0.409,,
Lst|G1IA6-22664-MONOMER,Lipst1_1_164107,13049,,,1.944,,
Lst|G1IA6-22850-MONOMER,Lipst1_1_6076,,,YALI0D12628g,,,1.588
Lst|G1IA6-24431-MONOMER,Lipst1_1_43466,,,YALI0F14399g,,,0.278
Lst|G1IA6-22103-MONOMER,Lipst1_1_5404,11228,,,1.057,,
Lst|G1IA6-20940-MONOMER,Lipst1_1_95569,11024,,YALI0E12705g,0.865,,1.254
Lst|G1IA6-18828-MONOMER,Lipst1_1_2510,16246,YDR228C,YALI0C14476g,0.568,0.666,0.738
Lst|G1IA6-22437-MONOMER,Lipst1_1_5516,11832,YIR008C,YALI0B11396g,1.472,1.176,1.133
Lst|G1IA6-18041-MONOMER,Lipst1_1_1591,11910,YNR043W,YALI0F05632g,1.358,1.583,1.463
Lst|G1IA6-20735-MONOMER,Lipst1_1_53542,10236,YDR320C-A,YALI0C00715g,0.145,0.177,0.116
Lst|G1IA6-17274-MONOMER,Lipst1_1_1048,8590,YOR057W,YALI0F15851g,0.445,0.338,0.169
Lst|G1IA6-19600-MONOMER,Lipst1_1_38173,15021,YIL033C,YALI0F04422g,0.78,0.97,0.779
Lst|G1IA6-22409-MONOMER,Lipst1_1_5411,16354,,,0.077,,
Lst|G1IA6-16453-MONOMER,Lipst1_1_115,15685,YMR108W,YALI0C00253g,1.944,1.801,1.588
Lst|G1IA6-22065-MONOMER,Lipst1_1_5257,12396,YJR006W,YALI0D05093g,0.996,0.832,0.895
Lst|G1IA6-17640-MONOMER,Lipst1_1_61284,Sce|YDL136W,YDL191W,YALI0A09922g,0.412,0.412,0.302
Lst|G1IA6-18030-MONOMER,Lipst1_1_1532,16707,YLR165C,,0.136,0.191,
Lst|G1IA6-17046-MONOMER,Lipst1_1_67456,12150,YGL190C,,1.944,1.801,
Lst|G1IA6-18545-MONOMER,Lipst1_1_69432,,YOR037W,YALI0C18403g,,0.287,0.481
Lst|G1IA6-19602-MONOMER,Lipst1_1_40538,,YJR097W,YALI0E06545g,,0.146,0.218
Lst|G1IA6-23738-MONOMER,Lipst1_1_6743,11224,YKL205W,YALI0E04576g,1.255,1.03,1.588
Lst|G1IA6-17604-MONOMER,Lipst1_1_48709,15816,YML020W,YALI0D11022g,0.855,1.171,1.229
Lst|G1IA6-23763-MONOMER,Lipst1_1_6813,11332,YBR018C,YALI0F23947g,1.127,1.643,1.082
Lst|G1IA6-23562-MONOMER,Lipst1_1_75555,,YER048W-A,YALI0D12254g,,0.208,0.212
Lst|G1IA6-19214-MONOMER,Lipst1_1_70272,,YFL029C,YALI0C24321g,,0.297,0.309
Lst|G1IA6-24015-MONOMER,Lipst1_1_76026,,,YALI0F02101g,,,1.421
Lst|G1IA6-20857-MONOMER,Lipst1_1_72170,,YFR003C,,,0.09,
Lst|G1IA6-16678-MONOMER,Lipst1_1_276,8423,,,0.293,,
Lst|G1IA6-20422-MONOMER,Lipst1_1_94656,15205,YOR223W,YALI0F08019g,0.235,0.34,0.403
Lst|G1IA6-16839-MONOMER,Lipst1_1_545,,YML005W,YALI0D01485g,,0.551,0.546
Lst|G1IA6-17444-MONOMER,Lipst1_1_210958,11150,YMR100W,YALI0E04114g,0.489,0.476,0.754
Lst|G1IA6-23615-MONOMER,Lipst1_1_120522,12279,YOR046C,YALI0E31427g,1.825,1.801,1.588
Lst|G1IA6-23414-MONOMER,Lipst1_1_6375,16435,YJL024C,YALI0E29733g,0.542,0.577,0.664
Lst|G1IA6-18379-MONOMER,Lipst1_1_62012,,YGR158C,YALI0E06039g,,0.13,0.243
Lst|G1IA6-19138-MONOMER,Lipst1_1_69931,14514,YOR063W,YALI0C21560g,1.944,1.801,1.588
Lst|G1IA6-21785-MONOMER,Lipst1_1_73329,10899,YJL163C,,0.353,0.403,
Lst|G1IA6-23588-MONOMER,Lipst1_1_99817,13044,YDL236W,YALI0E28919g,0.991,0.862,1.273
Lst|G1IA6-17576-MONOMER,Lipst1_1_43822,10407,YGR149W,YALI0F28699g,0.796,0.858,1.328
Lst|G1IA6-23412-MONOMER,Lipst1_1_6367,9377,YER069W,YALI0B17666g,1.944,1.801,1.588
Lst|G1IA6-16746-MONOMER,Lipst1_1_434,13126,YJL178C,YALI0C15851g,0.193,0.076,0.225
Lst|G1IA6-20666-MONOMER,Lipst1_1_3988,10614,,YALI0E14190g,1.269,,1.443
Lst|G1IA6-24107-MONOMER,Lipst1_1_201989,,,YALI0F01584g,,,0.542
Lst|G1IA6-24059-MONOMER,Lipst1_1_76260,,YDR538W,,,0.851,
Lst|G1IA6-23722-MONOMER,Lipst1_1_6694,,,YALI0C07348g,,,0.68
Lst|G1IA6-18426-MONOMER,Lipst1_1_68935,10748,,YALI0F27181g,0.806,,0.846
Lst|G1IA6-18335-MONOMER,Lipst1_1_49605,14246,YNL175C,YALI0A03773g,0.189,0.468,0.399
Lst|G1IA6-19622-MONOMER,Lipst1_1_51967,11281,YGR031W,YALI0D08404g,0.575,0.599,0.731
Lst|G1IA6-19698-MONOMER,Lipst1_1_70451,11701,YJL091C,YALI0C23793g,0.786,0.759,0.808
